日期,小时,监测站,CO,FSP,NO2,NOX,O3,RSP,SO2
14/7/2017,23,铜锣湾,45,16,51,214,4,22,3
14/7/2017,24,铜锣湾,54,21,67,297,2,29,4
15/7/2017,1,铜锣湾,49,13,40,170,5,20,2
15/7/2017,2,铜锣湾,42,11,27,92,8,15,2
15/7/2017,3,铜锣湾,67,4,25,81,10,8,2
15/7/2017,4,铜锣湾,37,5,19,50,14,8,1
15/7/2017,5,铜锣湾,32,3,24,60,11,6,1
15/7/2017,6,铜锣湾,32,2,23,60,11,6,1
15/7/2017,7,铜锣湾,33,6,32,88,8,10,2
15/7/2017,8,铜锣湾,42,6,52,168,5,12,3
15/7/2017,9,铜锣湾,42,13,35,120,7,19,2
15/7/2017,10,铜锣湾,N.A.,19,38,137,6,25,3
15/7/2017,11,铜锣湾,N.A.,15,56,183,6,25,3
15/7/2017,12,铜锣湾,N.A.,12,59,183,6,24,2
15/7/2017,13,铜锣湾,N.A.,17,69,237,7,28,3
15/7/2017,14,铜锣湾,N.A.,13,62,199,6,23,2
15/7/2017,15,铜锣湾,N.A.,19,48,130,9,27,2
15/7/2017,16,铜锣湾,N.A.,21,52,153,7,30,2
15/7/2017,17,铜锣湾,N.A.,18,56,210,6,27,3
15/7/2017,18,铜锣湾,N.A.,15,57,170,7,24,2
15/7/2017,19,铜锣湾,N.A.,11,61,195,7,19,2
15/7/2017,20,铜锣湾,N.A.,20,50,138,9,28,2
15/7/2017,21,铜锣湾,N.A.,20,63,225,5,28,3
15/7/2017,22,铜锣湾,48,18,49,153,8,24,2
15/7/2017,23,铜锣湾,44,11,48,156,7,17,2
15/7/2017,24,铜锣湾,41,15,50,162,5,23,2
16/7/2017,1,铜锣湾,41,14,40,119,8,21,1
16/7/2017,2,铜锣湾,N.A.,6,26,69,13,13,1
16/7/2017,3,铜锣湾,40,3,31,85,10,8,0
16/7/2017,4,铜锣湾,44,5,23,72,11,11,0
16/7/2017,5,铜锣湾,38,2,19,52,11,8,2
16/7/2017,6,铜锣湾,36,5,21,58,12,13,2
16/7/2017,7,铜锣湾,38,3,32,82,10,10,2
16/7/2017,8,铜锣湾,58,6,40,125,8,13,2
16/7/2017,9,铜锣湾,N.A.,11,41,128,8,18,2
16/7/2017,10,铜锣湾,N.A.,10,54,188,8,19,2
16/7/2017,11,铜锣湾,N.A.,13,63,230,5,24,3
16/7/2017,12,铜锣湾,N.A.,15,63,257,4,22,3
16/7/2017,13,铜锣湾,65,17,82,328,4,26,4
16/7/2017,14,铜锣湾,N.A.,20,65,225,4,29,3
16/7/2017,15,铜锣湾,52,21,44,134,7,28,2
16/7/2017,16,铜锣湾,N.A.,22,40,124,9,32,2
16/7/2017,17,铜锣湾,N.A.,17,41,112,8,27,1
16/7/2017,18,铜锣湾,50,24,43,157,6,36,2
16/7/2017,19,铜锣湾,50,22,44,156,6,32,2
16/7/2017,20,铜锣湾,42,17,37,97,9,26,1
16/7/2017,21,铜锣湾,52,18,58,241,5,27,3
16/7/2017,22,铜锣湾,64,20,41,180,4,28,3
16/7/2017,23,铜锣湾,N.A.,17,42,201,3,23,3
16/7/2017,24,铜锣湾,N.A.,13,40,196,2,22,3
17/7/2017,1,铜锣湾,45,17,34,180,4,25,2
17/7/2017,2,铜锣湾,N.A.,12,28,192,3,19,2
17/7/2017,3,铜锣湾,N.A.,4,23,157,3,11,2
17/7/2017,4,铜锣湾,N.A.,3,23,78,6,10,1
17/7/2017,5,铜锣湾,N.A.,5,29,107,7,10,2
17/7/2017,6,铜锣湾,N.A.,5,21,79,7,10,2
17/7/2017,7,铜锣湾,N.A.,6,34,124,4,9,2
17/7/2017,8,铜锣湾,46,13,37,158,2,17,3
17/7/2017,9,铜锣湾,78,14,36,130,3,17,N.A.
17/7/2017,10,铜锣湾,N.A.,12,53,234,2,18,N.A.
17/7/2017,11,铜锣湾,N.A.,14,96,519,3,20,N.A.
17/7/2017,12,铜锣湾,N.A.,17,114,610,2,24,N.A.
17/7/2017,13,铜锣湾,N.A.,17,N.A.,N.A.,N.A.,24,N.A.
17/7/2017,14,铜锣湾,N.A.,15,N.A.,N.A.,N.A.,24,N.A.
17/7/2017,15,铜锣湾,N.A.,14,N.A.,N.A.,N.A.,20,N.A.
17/7/2017,16,铜锣湾,N.A.,17,N.A.,N.A.,N.A.,22,N.A.
17/7/2017,17,铜锣湾,N.A.,9,N.A.,N.A.,N.A.,12,N.A.
17/7/2017,18,铜锣湾,N.A.,10,N.A.,N.A.,N.A.,12,N.A.
17/7/2017,19,铜锣湾,36,11,111,477,2,15,9
17/7/2017,20,铜锣湾,50,18,122,727,1,22,12
17/7/2017,21,铜锣湾,26,18,66,220,5,21,5
17/7/2017,22,铜锣湾,60,15,90,401,2,16,7
17/7/2017,23,铜锣湾,38,12,85,366,1,14,7
17/7/2017,24,铜锣湾,40,15,58,235,2,20,5
18/7/2017,1,铜锣湾,29,11,35,118,5,19,3
18/7/2017,2,铜锣湾,8,10,29,82,8,17,2
18/7/2017,3,铜锣湾,9,6,29,75,8,13,2
18/7/2017,4,铜锣湾,18,7,24,61,10,12,3
18/7/2017,5,铜锣湾,0,3,25,68,10,8,2
18/7/2017,6,铜锣湾,12,5,28,82,11,10,2
18/7/2017,7,铜锣湾,15,5,40,138,7,10,3
18/7/2017,8,铜锣湾,23,9,82,355,5,12,5
18/7/2017,9,铜锣湾,41,13,90,529,2,16,9
18/7/2017,10,铜锣湾,39,21,87,424,2,27,7
18/7/2017,11,铜锣湾,28,23,59,251,2,31,5
18/7/2017,12,铜锣湾,40,18,77,376,2,24,7
18/7/2017,13,铜锣湾,54,25,63,301,2,32,6
18/7/2017,14,铜锣湾,46,26,70,375,2,37,7
18/7/2017,15,铜锣湾,29,29,62,268,3,40,5
18/7/2017,16,铜锣湾,38,22,69,391,3,32,7
18/7/2017,17,铜锣湾,53,23,98,512,3,30,8
